job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,education_required,years_experience,industry,company_size,posting_date,year,company_name
AI Product Manager,138187,Senior,Part-time,United Kingdom,No remote,"NLP, PyTorch, SQL",Associate,7,Government,Mid(50-250),01-04-2025,2025,Future Systems
AI Research Scientist,90522,Mid,Contract,United States,Hybrid,"SQL, Docker, PyTorch",PhD,4,Consulting,Small(<50),18-02-2025,2025,TechCorp Inc
Data Scientist,118016,Senior,Freelance,France,Fully remote,"Deep Learning, Spark, Python, Computer Vision, Linux",Bachelor,5,Media,Small(<50),20-05-2024,2024,Quantum Computing Inc
Principal Data Scientist,45677,Mid,Full-time,China,Hybrid,"TensorFlow, Statistics, Git, MLOps",Master,2,Real Estate,Large(>250),06-04-2024,2024,DataVision Ltd
AI Specialist,80735,Mid,Part-time,Ireland,Fully remote,"Kubernetes, PyTorch, SQL, MLOps",Associate,3,Energy,Small(<50),09-10-2024,2024,Smart Analytics
Data Engineer,174749,Senior,Full-time,Netherlands,Hybrid,"Kubernetes, SQL, Python",Master,6,Media,Large(>250),28-01-2024,2024,DataVision Ltd
Autonomous Systems Engineer,153986,Executive,Freelance,South Korea,Hybrid,"GCP, Python, Data Visualization",Master,19,Government,Small(<50),05-07-2024,2024,Digital Transformation LLC
AI Consultant,239879,Executive,Part-time,United Kingdom,Fully remote,"Java, TensorFlow, Docker, SQL, AWS",Associate,10,Gaming,Small(<50),25-01-2025,2025,Algorithmic Solutions
AI Product Manager,113202,Mid,Part-time,Japan,No remote,"NLP, Spark, Python, TensorFlow, Git",Bachelor,3,Government,Large(>250),24-05-2024,2024,Quantum Computing Inc
Deep Learning Engineer,176289,Executive,Full-time,Sweden,No remote,"Data Visualization, GCP, Linux",Associate,19,Real Estate,Mid(50-250),14-08-2024,2024,Quantum Computing Inc
AI Specialist,74877,Entry,Freelance,Canada,Fully remote,"Hadoop, Data Visualization, AWS, Java",Master,0,Transportation,Mid(50-250),05-04-2024,2024,Autonomous Tech
Deep Learning Engineer,121054,Senior,Part-time,Israel,Hybrid,"GCP, AWS, Mathematics, Tableau",Bachelor,9,Manufacturing,Mid(50-250),17-11-2024,2024,Predictive Systems
Head of AI,121862,Senior,Freelance,Canada,No remote,"Git, GCP, Spark, R, AWS",Bachelor,8,Finance,Mid(50-250),11-04-2025,2025,Neural Networks Co
AI Product Manager,68676,Mid,Part-time,South Korea,Hybrid,"Tableau, Kubernetes, Python",PhD,3,Manufacturing,Large(>250),05-04-2024,2024,Cognitive Computing
AI Specialist,140355,Senior,Contract,Canada,Fully remote,"Spark, SQL, Computer Vision",Bachelor,7,Automotive,Large(>250),20-06-2024,2024,Neural Networks Co
Data Scientist,107343,Senior,Contract,Austria,Fully remote,"Linux, R, SQL, Spark, GCP",Master,6,Retail,Small(<50),17-01-2025,2025,Advanced Robotics
Data Analyst,124289,Senior,Part-time,Ireland,Fully remote,"Statistics, Tableau, SQL, Data Visualization, Python",Master,6,Telecommunications,Mid(50-250),19-01-2024,2024,Cloud AI Solutions
Deep Learning Engineer,111588,Mid,Freelance,Ireland,Hybrid,"Mathematics, TensorFlow, Tableau, Computer Vision",Associate,2,Consulting,Large(>250),17-04-2024,2024,Advanced Robotics
NLP Engineer,140602,Senior,Part-time,Australia,Hybrid,"SQL, Azure, AWS",Master,7,Technology,Mid(50-250),08-05-2024,2024,Autonomous Tech
Deep Learning Engineer,220576,Senior,Part-time,Norway,No remote,"Deep Learning, Data Visualization, Java, GCP",Master,6,Real Estate,Large(>250),12-09-2024,2024,Neural Networks Co
Data Scientist,63791,Executive,Full-time,India,Hybrid,"Java, Spark, GCP, Tableau, Computer Vision",PhD,16,Retail,Large(>250),06-01-2025,2025,Predictive Systems
Robotics Engineer,115544,Senior,Full-time,Austria,Fully remote,"PyTorch, TensorFlow, Computer Vision, GCP, Spark",PhD,5,Gaming,Small(<50),21-11-2024,2024,Digital Transformation LLC
Computer Vision Engineer,141470,Senior,Freelance,Finland,Hybrid,"Java, Python, Kubernetes",Bachelor,7,Transportation,Large(>250),17-04-2024,2024,Machine Intelligence Group
Robotics Engineer,119546,Senior,Freelance,Sweden,Fully remote,"Kubernetes, AWS, Computer Vision",Associate,8,Energy,Mid(50-250),13-09-2024,2024,TechCorp Inc
Robotics Engineer,70709,Entry,Part-time,Singapore,No remote,"Spark, Linux, Scala, Docker",PhD,0,Technology,Large(>250),01-05-2024,2024,Cognitive Computing
Autonomous Systems Engineer,139969,Senior,Full-time,Australia,Fully remote,"Python, Spark, TensorFlow, MLOps, AWS",Bachelor,7,Gaming,Mid(50-250),01-03-2025,2025,Machine Intelligence Group
Computer Vision Engineer,249239,Executive,Contract,United States,Fully remote,"Data Visualization, AWS, TensorFlow",Bachelor,19,Healthcare,Mid(50-250),12-11-2024,2024,DataVision Ltd
Data Scientist,72005,Entry,Freelance,France,No remote,"PyTorch, Scala, Data Visualization, Statistics, AWS",Master,1,Real Estate,Mid(50-250),07-05-2024,2024,Digital Transformation LLC
Head of AI,82315,Mid,Freelance,Finland,No remote,"Java, Computer Vision, Tableau, Python",PhD,2,Media,Mid(50-250),19-01-2025,2025,DataVision Ltd
AI Product Manager,172045,Senior,Part-time,Sweden,Fully remote,"GCP, Linux, Deep Learning, Scala, MLOps",Associate,6,Consulting,Large(>250),20-12-2024,2024,Quantum Computing Inc
Data Engineer,227310,Executive,Contract,Germany,Fully remote,"Data Visualization, Python, R",PhD,19,Technology,Mid(50-250),23-02-2025,2025,AI Innovations
Head of AI,84752,Mid,Freelance,United Kingdom,Hybrid,"Azure, Tableau, Linux",Bachelor,3,Energy,Mid(50-250),16-04-2024,2024,Autonomous Tech
Principal Data Scientist,141732,Senior,Freelance,Finland,Hybrid,"MLOps, Scala, TensorFlow, Deep Learning, GCP",PhD,7,Transportation,Large(>250),08-12-2024,2024,Autonomous Tech
AI Architect,169211,Senior,Part-time,Denmark,Fully remote,"Java, Python, MLOps, TensorFlow, Kubernetes",Bachelor,8,Transportation,Small(<50),07-03-2025,2025,Machine Intelligence Group
Research Scientist,247914,Executive,Freelance,United Kingdom,Hybrid,"SQL, Python, GCP, R, Hadoop",Master,17,Automotive,Mid(50-250),19-02-2024,2024,TechCorp Inc
Deep Learning Engineer,66536,Entry,Full-time,Canada,No remote,"PyTorch, Azure, MLOps",PhD,1,Energy,Small(<50),29-05-2024,2024,DeepTech Ventures
Robotics Engineer,133785,Mid,Freelance,Switzerland,Hybrid,"Spark, MLOps, GCP, Docker, Java",PhD,4,Finance,Mid(50-250),01-02-2025,2025,Digital Transformation LLC
Data Analyst,65022,Entry,Contract,United Kingdom,Fully remote,"Spark, GCP, SQL, NLP",Master,1,Real Estate,Large(>250),21-04-2025,2025,Cognitive Computing
NLP Engineer,247285,Executive,Freelance,Norway,Hybrid,"NLP, SQL, Azure",Master,11,Government,Mid(50-250),11-01-2025,2025,Neural Networks Co
NLP Engineer,51541,Entry,Freelance,Finland,No remote,"Java, Kubernetes, Data Visualization, Docker",PhD,0,Manufacturing,Mid(50-250),27-01-2024,2024,Digital Transformation LLC
AI Consultant,186164,Senior,Part-time,United Kingdom,No remote,"Linux, Scala, Mathematics, R, Azure",Master,6,Telecommunications,Large(>250),01-09-2024,2024,Quantum Computing Inc
NLP Engineer,80116,Mid,Contract,Ireland,No remote,"Python, Hadoop, GCP, TensorFlow",PhD,4,Media,Small(<50),02-01-2025,2025,Neural Networks Co
AI Consultant,62190,Entry,Contract,Austria,Fully remote,"Hadoop, Git, NLP, TensorFlow",PhD,0,Gaming,Mid(50-250),08-04-2024,2024,Cognitive Computing
Principal Data Scientist,99982,Mid,Part-time,Sweden,Hybrid,"Git, Azure, Kubernetes",Bachelor,3,Finance,Mid(50-250),18-03-2024,2024,Smart Analytics
AI Architect,126992,Senior,Part-time,Canada,Fully remote,"Git, Scala, Data Visualization, Python",PhD,5,Consulting,Large(>250),05-11-2024,2024,Quantum Computing Inc
NLP Engineer,283236,Executive,Freelance,Denmark,No remote,"Mathematics, Linux, Git",PhD,12,Real Estate,Mid(50-250),07-10-2024,2024,AI Innovations
Machine Learning Engineer,211425,Senior,Part-time,Switzerland,Fully remote,"Linux, Data Visualization, Hadoop",PhD,8,Manufacturing,Large(>250),10-07-2024,2024,Cloud AI Solutions
Data Scientist,44730,Entry,Part-time,Canada,No remote,"Linux, GCP, R, Hadoop, SQL",Associate,0,Retail,Small(<50),24-10-2024,2024,Digital Transformation LLC
Data Analyst,34838,Mid,Part-time,China,Hybrid,"Scala, AWS, Docker",Associate,4,Finance,Small(<50),18-02-2024,2024,Smart Analytics
AI Software Engineer,225196,Executive,Freelance,United States,No remote,"Java, R, Hadoop, Kubernetes, PyTorch",PhD,12,Transportation,Small(<50),07-03-2024,2024,Neural Networks Co
Head of AI,122390,Mid,Full-time,United States,No remote,"PyTorch, TensorFlow, Computer Vision, Docker, Mathematics",Associate,2,Media,Mid(50-250),02-09-2024,2024,TechCorp Inc
Deep Learning Engineer,134314,Senior,Freelance,Finland,Fully remote,"AWS, SQL, PyTorch",Master,9,Government,Mid(50-250),03-05-2024,2024,Machine Intelligence Group
Autonomous Systems Engineer,63509,Entry,Part-time,Israel,Fully remote,"Hadoop, Deep Learning, Scala, Python",Master,1,Transportation,Mid(50-250),10-08-2024,2024,Algorithmic Solutions
AI Software Engineer,179124,Senior,Contract,Japan,Hybrid,"Spark, SQL, R, Scala",Bachelor,6,Gaming,Large(>250),09-10-2024,2024,DataVision Ltd
AI Architect,128394,Mid,Part-time,United Kingdom,Fully remote,"SQL, Tableau, Mathematics, Data Visualization",PhD,3,Manufacturing,Large(>250),16-12-2024,2024,TechCorp Inc
Deep Learning Engineer,126623,Mid,Freelance,Switzerland,No remote,"SQL, Scala, MLOps, R, Git",PhD,3,Energy,Large(>250),23-05-2024,2024,Algorithmic Solutions
AI Architect,113817,Senior,Part-time,Germany,Hybrid,"TensorFlow, Docker, Kubernetes",Master,8,Finance,Mid(50-250),03-02-2024,2024,Quantum Computing Inc
AI Architect,139320,Executive,Contract,South Korea,Fully remote,"MLOps, Scala, Linux, Deep Learning, Computer Vision",Master,16,Technology,Large(>250),05-04-2025,2025,Advanced Robotics
AI Product Manager,123195,Senior,Freelance,Germany,Fully remote,"Python, MLOps, Tableau, TensorFlow, GCP",Master,6,Transportation,Small(<50),02-01-2024,2024,Quantum Computing Inc
AI Architect,59966,Entry,Part-time,Canada,No remote,"Computer Vision, NLP, GCP, Linux, Azure",PhD,0,Finance,Mid(50-250),24-01-2024,2024,Digital Transformation LLC
AI Research Scientist,32241,Entry,Contract,India,Fully remote,"Kubernetes, Data Visualization, Azure",Bachelor,1,Energy,Large(>250),07-12-2024,2024,Cognitive Computing
Autonomous Systems Engineer,125879,Executive,Full-time,Canada,No remote,"Git, GCP, MLOps",Bachelor,13,Retail,Small(<50),20-04-2024,2024,Quantum Computing Inc
Head of AI,63170,Mid,Freelance,Israel,No remote,"SQL, PyTorch, Azure, MLOps, Git",Bachelor,2,Media,Small(<50),23-03-2025,2025,Digital Transformation LLC
NLP Engineer,155126,Executive,Contract,Japan,Hybrid,"Python, TensorFlow, NLP",Associate,16,Real Estate,Mid(50-250),30-09-2024,2024,Neural Networks Co
AI Architect,86565,Mid,Contract,Canada,Fully remote,"SQL, Python, Spark, Scala",Bachelor,2,Manufacturing,Mid(50-250),29-03-2024,2024,Quantum Computing Inc
Principal Data Scientist,103951,Mid,Contract,Germany,Fully remote,"TensorFlow, Data Visualization, Python, Mathematics, Kubernetes",PhD,4,Retail,Large(>250),23-04-2024,2024,Algorithmic Solutions
Data Engineer,121572,Senior,Freelance,Ireland,Fully remote,"Linux, TensorFlow, Docker",Associate,8,Real Estate,Large(>250),01-07-2024,2024,TechCorp Inc
Deep Learning Engineer,80289,Entry,Contract,Denmark,Hybrid,"R, Azure, AWS",Associate,0,Transportation,Mid(50-250),04-11-2024,2024,Smart Analytics
Head of AI,142312,Senior,Freelance,United States,Fully remote,"NLP, Hadoop, Scala, Tableau",Bachelor,9,Media,Large(>250),18-08-2024,2024,Future Systems
ML Ops Engineer,45228,Mid,Part-time,China,Fully remote,"Deep Learning, Kubernetes, Spark, NLP",Associate,3,Government,Large(>250),01-01-2025,2025,Algorithmic Solutions
AI Architect,105421,Mid,Freelance,Singapore,Hybrid,"NLP, TensorFlow, Tableau",Associate,3,Transportation,Mid(50-250),20-03-2025,2025,Cognitive Computing
Autonomous Systems Engineer,253979,Executive,Freelance,Switzerland,Fully remote,"Hadoop, Scala, PyTorch, AWS, Data Visualization",Associate,11,Government,Mid(50-250),18-04-2025,2025,Neural Networks Co
Autonomous Systems Engineer,80682,Mid,Part-time,Netherlands,Hybrid,"NLP, Git, Spark, AWS, Hadoop",Bachelor,4,Education,Small(<50),09-04-2025,2025,Machine Intelligence Group
Machine Learning Engineer,58564,Senior,Part-time,China,No remote,"Java, GCP, Deep Learning",Master,5,Energy,Large(>250),17-08-2024,2024,Future Systems
ML Ops Engineer,165885,Executive,Freelance,France,No remote,"Python, Deep Learning, Data Visualization",PhD,19,Media,Mid(50-250),07-08-2024,2024,Digital Transformation LLC
Data Engineer,190838,Senior,Part-time,Denmark,Fully remote,"Deep Learning, AWS, Statistics",Bachelor,6,Telecommunications,Mid(50-250),14-02-2024,2024,Predictive Systems
AI Specialist,55369,Executive,Freelance,India,No remote,"Docker, GCP, Data Visualization, Mathematics, Tableau",Associate,17,Automotive,Mid(50-250),09-01-2024,2024,AI Innovations
Data Scientist,71105,Entry,Freelance,Netherlands,No remote,"Spark, PyTorch, Mathematics",Master,0,Telecommunications,Large(>250),25-03-2024,2024,Quantum Computing Inc
Deep Learning Engineer,75264,Entry,Freelance,Sweden,No remote,"GCP, Tableau, Python, Data Visualization, TensorFlow",Associate,0,Retail,Mid(50-250),03-07-2024,2024,Smart Analytics
Autonomous Systems Engineer,164799,Senior,Full-time,Norway,Fully remote,"Hadoop, Kubernetes, Python, R, SQL",Master,9,Gaming,Mid(50-250),10-05-2024,2024,Neural Networks Co
Machine Learning Engineer,76924,Mid,Full-time,Austria,Hybrid,"Spark, Azure, Kubernetes",PhD,3,Telecommunications,Mid(50-250),09-11-2024,2024,Cognitive Computing
Principal Data Scientist,43350,Mid,Part-time,India,Hybrid,"Git, Azure, Hadoop",Associate,3,Healthcare,Large(>250),15-04-2025,2025,Predictive Systems
AI Product Manager,61506,Entry,Freelance,Austria,No remote,"Kubernetes, Hadoop, PyTorch, Git, Data Visualization",Associate,0,Education,Small(<50),18-03-2025,2025,Cognitive Computing
AI Architect,102342,Mid,Part-time,Australia,Fully remote,"Python, SQL, Hadoop",PhD,4,Consulting,Mid(50-250),13-04-2024,2024,Digital Transformation LLC
AI Product Manager,167315,Senior,Contract,Switzerland,Hybrid,"Scala, Computer Vision, SQL, GCP, MLOps",PhD,8,Transportation,Large(>250),07-12-2024,2024,Quantum Computing Inc
AI Consultant,128451,Executive,Part-time,France,No remote,"Spark, Python, Statistics, Java, TensorFlow",Master,19,Real Estate,Mid(50-250),06-08-2024,2024,Autonomous Tech
Robotics Engineer,71957,Entry,Full-time,United Kingdom,No remote,"Scala, GCP, Computer Vision, Docker",Master,0,Healthcare,Small(<50),15-04-2024,2024,DataVision Ltd
ML Ops Engineer,117836,Senior,Part-time,Australia,Hybrid,"Python, PyTorch, Git, Computer Vision, Statistics",PhD,6,Education,Large(>250),29-06-2024,2024,Algorithmic Solutions
Data Engineer,121319,Mid,Part-time,Singapore,Hybrid,"GCP, Git, Mathematics, Computer Vision, TensorFlow",Bachelor,4,Real Estate,Large(>250),16-05-2024,2024,TechCorp Inc
Machine Learning Researcher,118151,Executive,Freelance,France,Fully remote,"TensorFlow, SQL, MLOps",Associate,13,Retail,Small(<50),12-04-2025,2025,Cognitive Computing
AI Software Engineer,82974,Mid,Freelance,United Kingdom,No remote,"Linux, AWS, Deep Learning, Scala",Bachelor,3,Telecommunications,Small(<50),09-01-2024,2024,Future Systems
Data Analyst,91372,Entry,Full-time,Ireland,Hybrid,"Python, TensorFlow, PyTorch",Bachelor,0,Consulting,Large(>250),03-10-2024,2024,Predictive Systems
AI Product Manager,33654,Entry,Freelance,China,No remote,"Spark, SQL, Linux, Hadoop",Associate,0,Healthcare,Mid(50-250),07-03-2025,2025,Neural Networks Co
Head of AI,156264,Senior,Freelance,France,Hybrid,"Kubernetes, SQL, PyTorch, Data Visualization, Computer Vision",PhD,8,Education,Large(>250),24-11-2024,2024,Cognitive Computing
Data Analyst,84928,Mid,Freelance,Canada,Hybrid,"PyTorch, Spark, Data Visualization, SQL, Docker",Master,4,Technology,Mid(50-250),12-11-2024,2024,DataVision Ltd
Research Scientist,129254,Senior,Part-time,Canada,No remote,"Python, Azure, Statistics, Java, Computer Vision",Master,9,Consulting,Mid(50-250),28-12-2024,2024,Autonomous Tech
AI Consultant,206297,Executive,Contract,Finland,Hybrid,"AWS, Spark, Mathematics, Hadoop, GCP",Master,10,Real Estate,Mid(50-250),25-06-2024,2024,Algorithmic Solutions
Data Analyst,105092,Mid,Contract,Austria,No remote,"Linux, TensorFlow, Scala, Azure",Master,3,Government,Large(>250),25-04-2024,2024,DataVision Ltd
Deep Learning Engineer,216314,Executive,Part-time,Denmark,No remote,"TensorFlow, Scala, GCP, R, Tableau",PhD,19,Media,Large(>250),05-03-2025,2025,Quantum Computing Inc
AI Software Engineer,114139,Senior,Full-time,France,No remote,"Java, NLP, Git, Statistics",Master,6,Gaming,Small(<50),06-11-2024,2024,DataVision Ltd
Autonomous Systems Engineer,253207,Executive,Full-time,United Kingdom,No remote,"R, Mathematics, SQL, Java",Bachelor,12,Manufacturing,Large(>250),08-11-2024,2024,Cloud AI Solutions
Data Engineer,117195,Mid,Contract,Switzerland,Hybrid,"Tableau, Docker, NLP, PyTorch",PhD,4,Technology,Mid(50-250),28-03-2024,2024,Quantum Computing Inc
AI Research Scientist,75215,Entry,Full-time,United States,Fully remote,"TensorFlow, GCP, Java, Scala, Python",Master,1,Energy,Small(<50),13-03-2025,2025,AI Innovations
Data Scientist,91308,Mid,Contract,Ireland,Fully remote,"Azure, Linux, Scala",PhD,2,Telecommunications,Small(<50),29-05-2024,2024,Cloud AI Solutions
NLP Engineer,101994,Mid,Full-time,United States,Hybrid,"Python, R, PyTorch, Deep Learning",Master,3,Healthcare,Large(>250),09-03-2025,2025,Digital Transformation LLC
AI Consultant,63814,Entry,Full-time,Singapore,No remote,"Java, AWS, PyTorch",PhD,1,Gaming,Mid(50-250),23-12-2024,2024,Predictive Systems
AI Software Engineer,82096,Entry,Freelance,Switzerland,Hybrid,"SQL, Tableau, TensorFlow, Docker",PhD,1,Manufacturing,Mid(50-250),26-01-2024,2024,Future Systems
Data Analyst,139446,Senior,Freelance,United States,No remote,"Python, Data Visualization, Kubernetes",Associate,8,Consulting,Large(>250),27-04-2025,2025,Cognitive Computing
AI Consultant,50489,Entry,Part-time,Canada,No remote,"Mathematics, SQL, AWS, Deep Learning",Master,1,Healthcare,Small(<50),07-07-2024,2024,Autonomous Tech
AI Architect,202463,Executive,Contract,France,Hybrid,"R, Statistics, Tableau",Associate,18,Retail,Large(>250),07-05-2024,2024,TechCorp Inc
AI Consultant,257007,Executive,Freelance,Israel,No remote,"SQL, Git, Spark",Associate,16,Healthcare,Large(>250),29-03-2025,2025,Future Systems
Data Analyst,165859,Senior,Freelance,Japan,Hybrid,"Kubernetes, Mathematics, MLOps",PhD,5,Education,Large(>250),04-11-2024,2024,Quantum Computing Inc
NLP Engineer,269890,Executive,Freelance,Norway,No remote,"PyTorch, Python, Git, Kubernetes",Associate,19,Technology,Small(<50),09-03-2024,2024,Algorithmic Solutions
AI Product Manager,249468,Executive,Freelance,Netherlands,Fully remote,"Azure, Tableau, Statistics",PhD,16,Telecommunications,Mid(50-250),14-06-2024,2024,Cognitive Computing
Robotics Engineer,146512,Senior,Full-time,Singapore,Fully remote,"Python, Deep Learning, Computer Vision, Scala",Master,7,Manufacturing,Mid(50-250),29-12-2024,2024,Smart Analytics
Robotics Engineer,74373,Mid,Contract,Austria,No remote,"NLP, Docker, PyTorch, Azure, Mathematics",Master,4,Gaming,Small(<50),09-11-2024,2024,Cognitive Computing
AI Consultant,191280,Executive,Contract,Israel,Fully remote,"SQL, R, MLOps, Docker",Associate,18,Gaming,Mid(50-250),28-03-2024,2024,Algorithmic Solutions
Machine Learning Engineer,122748,Senior,Contract,Germany,Fully remote,"Java, R, NLP, Computer Vision, Azure",Bachelor,8,Healthcare,Mid(50-250),22-11-2024,2024,Autonomous Tech
Deep Learning Engineer,40909,Senior,Part-time,India,Hybrid,"NLP, Hadoop, MLOps",Associate,7,Government,Mid(50-250),07-08-2024,2024,TechCorp Inc
Principal Data Scientist,51031,Executive,Contract,India,No remote,"Kubernetes, Docker, Azure",PhD,12,Telecommunications,Mid(50-250),21-01-2025,2025,Advanced Robotics
Deep Learning Engineer,111269,Mid,Part-time,Switzerland,No remote,"Java, TensorFlow, Linux",Associate,4,Automotive,Mid(50-250),13-09-2024,2024,Machine Intelligence Group
AI Architect,68234,Entry,Full-time,Austria,Fully remote,"Scala, Python, Docker, SQL, Statistics",Associate,1,Transportation,Large(>250),05-12-2024,2024,Cognitive Computing
Deep Learning Engineer,138852,Mid,Full-time,Denmark,Hybrid,"Deep Learning, Python, Scala, GCP, SQL",Bachelor,2,Retail,Large(>250),29-03-2024,2024,TechCorp Inc
AI Research Scientist,112322,Senior,Part-time,Israel,No remote,"Java, Git, Mathematics, Statistics",Bachelor,8,Government,Mid(50-250),31-03-2024,2024,Autonomous Tech
AI Consultant,172547,Executive,Part-time,Australia,No remote,"Python, PyTorch, Mathematics, Java, Tableau",Bachelor,19,Energy,Large(>250),13-01-2025,2025,TechCorp Inc
Machine Learning Engineer,210775,Senior,Contract,Switzerland,Hybrid,"Docker, R, Computer Vision, Hadoop, MLOps",Associate,7,Education,Mid(50-250),25-02-2025,2025,Cognitive Computing
ML Ops Engineer,42437,Senior,Contract,India,No remote,"Hadoop, R, Statistics, Git, Docker",Master,5,Education,Mid(50-250),20-02-2025,2025,Predictive Systems
Research Scientist,75457,Mid,Full-time,South Korea,No remote,"Docker, Tableau, Computer Vision, Java, Hadoop",Master,2,Technology,Mid(50-250),16-01-2024,2024,Cognitive Computing
AI Architect,81055,Mid,Full-time,Australia,No remote,"Data Visualization, TensorFlow, Tableau",Associate,3,Manufacturing,Small(<50),19-03-2025,2025,Autonomous Tech
Data Analyst,158028,Executive,Contract,United Kingdom,Fully remote,"Python, TensorFlow, Mathematics, Hadoop, MLOps",Associate,13,Telecommunications,Small(<50),20-11-2024,2024,Quantum Computing Inc
Computer Vision Engineer,85667,Mid,Full-time,Austria,Fully remote,"Scala, Mathematics, MLOps, Java",Associate,3,Automotive,Large(>250),06-03-2025,2025,Neural Networks Co
AI Consultant,92565,Mid,Freelance,South Korea,Fully remote,"Mathematics, AWS, MLOps, R, Java",Bachelor,2,Media,Large(>250),15-02-2024,2024,Cloud AI Solutions
Data Scientist,218585,Executive,Freelance,United States,No remote,"Azure, SQL, Linux",Master,19,Technology,Small(<50),21-02-2025,2025,Smart Analytics
Machine Learning Engineer,135669,Mid,Full-time,Switzerland,Fully remote,"Kubernetes, SQL, Computer Vision, PyTorch",Bachelor,4,Transportation,Small(<50),19-06-2024,2024,Autonomous Tech
Machine Learning Engineer,161267,Senior,Full-time,Singapore,Hybrid,"Scala, Python, Docker, Kubernetes, Tableau",Associate,5,Consulting,Mid(50-250),07-08-2024,2024,Digital Transformation LLC
Machine Learning Researcher,161659,Executive,Part-time,Austria,Fully remote,"Python, AWS, Azure, Deep Learning, R",Associate,12,Finance,Large(>250),06-01-2024,2024,Digital Transformation LLC
ML Ops Engineer,84538,Entry,Contract,United Kingdom,No remote,"SQL, Java, Tableau, Statistics",Bachelor,0,Media,Large(>250),18-02-2024,2024,Cloud AI Solutions
AI Consultant,123396,Senior,Contract,Germany,Fully remote,"Git, SQL, Kubernetes",Master,7,Finance,Small(<50),17-03-2025,2025,Cognitive Computing
NLP Engineer,94740,Senior,Full-time,Sweden,Hybrid,"SQL, NLP, Azure, Mathematics, Python",Bachelor,7,Automotive,Small(<50),21-09-2024,2024,DataVision Ltd
Machine Learning Engineer,237856,Executive,Part-time,Denmark,Fully remote,"Scala, NLP, Java, Data Visualization",Master,11,Technology,Mid(50-250),29-10-2024,2024,Digital Transformation LLC
Computer Vision Engineer,144410,Executive,Part-time,South Korea,Fully remote,"Data Visualization, Python, Tableau, Docker, Deep Learning",PhD,11,Technology,Large(>250),16-08-2024,2024,TechCorp Inc
Autonomous Systems Engineer,62979,Entry,Freelance,Netherlands,Hybrid,"R, Deep Learning, Tableau",Bachelor,0,Gaming,Small(<50),04-12-2024,2024,Smart Analytics
AI Consultant,134825,Mid,Freelance,Switzerland,Hybrid,"PyTorch, Computer Vision, TensorFlow",Master,4,Gaming,Large(>250),15-01-2024,2024,Machine Intelligence Group
Deep Learning Engineer,115226,Mid,Part-time,Ireland,Hybrid,"Docker, Tableau, Statistics, GCP, Deep Learning",Master,4,Media,Large(>250),19-02-2024,2024,Smart Analytics
AI Consultant,128090,Mid,Freelance,Japan,Fully remote,"Statistics, Spark, PyTorch, Data Visualization",Master,3,Education,Large(>250),11-10-2024,2024,TechCorp Inc
Machine Learning Engineer,148729,Executive,Full-time,Sweden,Fully remote,"Data Visualization, Git, PyTorch, Hadoop",Master,11,Media,Small(<50),10-02-2024,2024,Smart Analytics
AI Research Scientist,42922,Mid,Freelance,China,Fully remote,"Computer Vision, Tableau, GCP, Spark, PyTorch",Bachelor,3,Telecommunications,Large(>250),25-01-2024,2024,Algorithmic Solutions
Robotics Engineer,97362,Entry,Contract,Norway,Fully remote,"Computer Vision, Data Visualization, MLOps, Tableau, NLP",Associate,0,Healthcare,Large(>250),09-09-2024,2024,DeepTech Ventures
Machine Learning Researcher,59118,Senior,Contract,China,No remote,"Hadoop, Linux, SQL",Bachelor,7,Consulting,Mid(50-250),02-07-2024,2024,Advanced Robotics
Computer Vision Engineer,73489,Entry,Part-time,Canada,Hybrid,"AWS, Azure, SQL, PyTorch, NLP",PhD,0,Gaming,Mid(50-250),07-01-2024,2024,Smart Analytics
Deep Learning Engineer,111684,Senior,Part-time,Canada,Hybrid,"Linux, Hadoop, Data Visualization, Kubernetes",PhD,7,Automotive,Large(>250),02-04-2024,2024,Cloud AI Solutions
AI Research Scientist,64479,Entry,Full-time,France,Fully remote,"PyTorch, NLP, Deep Learning",PhD,0,Energy,Small(<50),25-02-2025,2025,Predictive Systems
AI Specialist,175295,Senior,Contract,United States,No remote,"Hadoop, Tableau, Linux, Scala, Python",Master,8,Technology,Mid(50-250),16-09-2024,2024,Neural Networks Co
Deep Learning Engineer,29310,Entry,Freelance,China,Fully remote,"Java, R, NLP, GCP, Tableau",Associate,0,Real Estate,Large(>250),06-08-2024,2024,DataVision Ltd
Data Engineer,109138,Mid,Freelance,Germany,Hybrid,"Data Visualization, TensorFlow, PyTorch",Bachelor,3,Technology,Mid(50-250),28-07-2024,2024,Future Systems
AI Software Engineer,74590,Executive,Full-time,India,No remote,"GCP, Java, Linux",Master,11,Manufacturing,Large(>250),05-10-2024,2024,Neural Networks Co
AI Consultant,137100,Mid,Contract,United States,Fully remote,"Tableau, Java, Mathematics, SQL, R",Associate,3,Media,Large(>250),21-05-2024,2024,Advanced Robotics
AI Research Scientist,169631,Executive,Freelance,Ireland,Hybrid,"SQL, Git, Mathematics, AWS",Master,15,Manufacturing,Large(>250),25-05-2024,2024,Digital Transformation LLC
Machine Learning Engineer,182100,Senior,Part-time,Norway,No remote,"TensorFlow, SQL, Java, Computer Vision, Git",Master,6,Retail,Large(>250),10-03-2025,2025,Neural Networks Co
